occupation_item_id	count	text_data	context	class_type
82955	606008	politician	person involved in politics, person who holds or seeks positions in government	occupation
189290	33481	military officer	member of an armed force or uniformed service who holds a position of authority	occupation
131512	8887	farmer	person that works in agriculture	occupation
1734662	2012	cartographer	person preparing geographical maps	occupation
294126	323	land surveyor	profession	occupation
81096	34500	engineer	professional practitioner of engineering and its sub classes	occupation
372436	3790	statesperson	politician in high government offices	occupation
5446967	29	field agent	agent who works in the field, as opposed to one who works at the office or headquarters	occupation
4991371	6642	soldier	one who serves as part of an organized armed force	occupation
20085850	196	fictional vigilante		occupation
214917	12162	playwright	person who writes plays	occupation
28389	47247	screenwriter	writer who writes for TV, films, comics and games	occupation
6625963	23935	novelist	author or writer of novels	occupation
4853732	8370	children's writer	writer of literature targeted primarily at children	occupation
18844224	5146	science fiction writer	person who writes works of science fiction	occupation
245068	6568	comedian	person who seeks to entertain an audience, primarily by making them laugh	occupation
36180	245025	writer	person who uses written words to communicate ideas and to produce works of literature	occupation
40348	68532	lawyer	legal professional who helps clients and represents them in a court of law	occupation
182436	8196	librarian	person who works professionally in a library, and is usually trained in librarianship	occupation
1265807	76	information scientist	profession	occupation
205375	6487	inventor	person that devises a new device, method, composition, or process	occupation
10429346	595	bibliographer	person who describes and lists books and other publications	occupation
15982858	561	motivational speaker	speaker intended to motivate the audience	occupation
18814623	2664	autobiographer	person who wrote their autobiography	occupation
1028181	145927	painter	artist who practices painting	occupation
14089670	18700	rugby union player	sportsperson who plays rugby union	occupation
43845	57444	businessperson	person involving in activities for the purpose of generating revenue	occupation
1979607	941	financier	person who makes their living from investments	occupation
49757	79887	poet	person who writes and publishes poetry	occupation
4164507	1692	art critic	person who specializes in evaluating art	occupation
11774202	4488	essayist	person who writes essays	occupation
333634	33639	translator	person who translates text from one language to another	occupation
482980	34730	author	author or intellectual author of a linguistic work	occupation
4263842	8774	literary critic	cultural journalist who reviews new literary books	occupation
11063	7344	astronomer	scientist who studies celestial bodies	occupation
185351	21787	jurist	legal scholar or academic, a professional who studies, teaches, and develops law	occupation
188094	31602	economist	professional in the social science discipline of economics	occupation
170790	20756	mathematician	person with an extensive knowledge of mathematics	occupation
16012028	1371	legal scholar	researcher whose focus is on legal issues	occupation
169470	20367	physicist	scientist who does research in physics	occupation
4964182	19892	philosopher	person with an extensive knowledge of philosophy	occupation
39631	44308	physician	professional who practices medicine	occupation
193391	39416	diplomat	person appointed by a state to conduct diplomacy with another state or international organization	occupation
483501	39667	artist	person who creates, practises and/or demonstrates any art	occupation
177220	92198	singer	person singing for a listening audience	occupation
488205	14692	singer-songwriter	musician who writes, composes and sings	occupation
2526255	52479	film director	occupation of a person who directs a film	occupation
639669	55463	musician	person who performs or composes music	occupation
855091	14051	guitarist	person who plays the guitar	occupation
183945	13998	record producer	individual who oversees and manages the recording of an artist's music	occupation
33999	220615	actor	person who acts in a dramatic or comic production and works in film, television, theatre, or radio	occupation
753110	19276	songwriter	person who writes the words or music (or both) to songs	occupation
486748	18829	pianist	musician who plays the piano	occupation
10800557	62347	film actor	actor who appears in films or movies	occupation
33231	35569	photographer	person who takes photographs	occupation
41546637	254	Wikimedian	contributor in the Wikimedia movement	occupation
1209498	884	poet lawyer	poet with legal training	occupation
7042855	6206	film editor	person who works with the raw footage, selecting shots and combining them into sequences to create a finished motion picture	occupation
864380	4136	biographer	person who creates biographies	occupation
3387717	8854	theater director	person overseeing the mounting of a theatre production	occupation
26237228	204	epigrammatist		occupation
2259451	29815	stage actor	actor who performs live before an in-person audience	occupation
10798782	41106	television actor	actor who performs on television	occupation
2405480	12490	voice actor	person who provides voice-overs for a character in films, animation, video games or in other media	occupation
3282637	24072	film producer	person who supervises the overall process, creative and financial, of making a film	occupation
201788	56593	historian	scholar who deals with the exploration and presentation of history	occupation
1476215	2765	human rights activist	person who, individually or with others, acts to promote or protect some variation of human rights	occupation
16742096	1012	nuclear physicist	physicist in nuclear science	occupation
47064	75494	military personnel	member of the armed forces	occupation
2095549	6958	aircraft pilot	person controlling an aircraft in flight	occupation
36834	78434	composer	person who creates music, either by musical notation or oral tradition	occupation
1930187	117705	journalist	person who collects, writes and distributes news and other information	occupation
158852	16771	conductor	person who directs a musical group during a performance	occupation
1350157	1818	music critic	profession	occupation
8178443	1531	librettist	author of the libretto (words) of an opera similar extended musical composition	occupation
214970	15	virtuoso	individual who possesses outstanding technical ability in a particular art or field	occupation
2914170	272	street artist	artist performing in public places, for gratuities	occupation
42759	19	Mujahid	Muslim who struggles in the path of Allah	occupation
13582652	4510	civil engineer	engineer specialising in design, construction and maintenance of the built environment	occupation
1238570	7229	political scientist	occupation	occupation
1622272	101818	university teacher	person teaching at a university	occupation
2306091	9149	sociologist	scientist working in sociology	occupation
3630699	624	game designer	person who designs games or video games	occupation
54845077	569	role-playing game designer	someone who designs role-playing games	occupation
18939491	875	diarist	person who writes a personal journal	occupation
2304859	2242	sovereign	leader of a monarchy	occupation
15986539	559	sports official	official in a sports organization	occupation
4439155	2140	long-distance runner	sportsperson who runs for distances longer than 3000 metres	occupation
11513337	32633	athletics competitor	sportsperson that competes in athletics (track and field, running, walking)	occupation
17405793	278	racewalker	sportsperson taking part in racewalking events	occupation
18534714	375	shot putter	sportsperson competing in shot put	occupation
14605941	58	combined track and field event athlete	athlete taking part in combined track and field events	occupation
937857	259012	association football player	person who plays association football (soccer)	occupation
4144610	4502	alpine skier	sportsperson taking part in alpine skiing competitions	occupation
16574916	12	ski instructor		occupation
599151	5213	official	someone who holds an office	occupation
19595175	10794	amateur wrestler	"sportsperson specialized in amateur wrestling (excluding the so-called ""professional wrestling"", see Q13474373)"	occupation
11124885	944	martial artist	person who practises a martial art	occupation
11224008	2	fighter	someone who fights (as a sport or in a combat)	occupation
806798	9023	banker	person who works in banking	occupation
2722764	8344	radio personality	person who has an on-air position in radio broadcasting	occupation
16157720	10			occupation
1397808	3376	resistance fighter	fighter who is resisting an occupying force	occupation
1076502	2013	choir director	person who directs a choir	occupation
1415090	2703	film score composer	musical profession	occupation
1259917	5552	violinist	person who plays the violin	occupation
16145150	8912	music pedagogue	profession and academic title	occupation
130857	4961	disc jockey	person who plays recorded music for an audience	occupation
2059704	3647	television director	person who directs television programs	occupation
11338576	15163	boxer	sportsperson taking part in boxing competitions	occupation
551835	563	physician writer	physicians who write creatively in fields outside their practice of medicine	occupation
23833535	2461	French Resistance fighter		occupation
121594	12119	professor	academic title at universities and other education and research institutions	occupation
628099	25695	association football manager	team manager in association football (soccer)	occupation
733786	3491	monk	member of a monastic religious order	occupation
4504549	2217	religious servant	member of a religious community	occupation
18921227	194	ufologist	person who specializes in ufology	occupation
12859263	379	orator	public speaker	occupation
1234713	19193	theologian	person who studies theology	occupation
15077007	792	podcaster	person who creates podcasts	occupation
15978655	659	consultant	professional who provides advice in their specific field of expertise	occupation
15980158	6820	non-fiction writer	author who writes non-fiction texts	occupation
219477	6070	missionary	member of a religious group sent into an area to do evangelism	occupation
1747339	16	trobairitz	Occitan female troubadours of the 12th and 13th centuries	occupation
2478141	7108	aristocrat	person who either possess hereditary titles granted by a monarch or are related to such people	occupation
15981151	9437	jazz musician	musician who plays jazz	occupation
17486376	3604	sport shooter	person who does sport shooting	occupation
3665646	34680	basketball player	sportsperson taking part in basketball competitions	occupation
1996467	24	trouvère		occupation
767975	3	Goliard		occupation
2251335	1940	school teacher	teacher in primary or secondary education	occupation
2629392	957	puppeteer	person who manipulates a puppet in real time to create the illusion of life	occupation
16402890	242	draughts player	person who plays draughts professionally	occupation
350979	10426	zoologist	someone who studies or practices zoology	occupation
16868721	1273	carcinologist	scientist who studies crustaceans	occupation
186370	491	troubadour	composer and performer of Old Occitan lyric poetry during the High Middle Ages	occupation
1250916	697	warrior	person specializing in combat or warfare	occupation
864503	8907	biologist	scientist studying living organisms	occupation
12800682	3525	saxophonist	musician who plays the saxophone	occupation
674067	193	mime artist	someone who uses mime as a theatrical medium or performance art	occupation
2643890	904	vocalist	artist using his/her voice as an instrument	occupation
13235160	2056	producer	individual or organization that creates goods and services	occupation
12797895	97	occultist	occupation; study of occult practices	occupation
2340668	298	music video director	person who directs the music artist, the actors and film crew in making music videos	occupation
3068305	500	salonnière	person who organizes or hosts a salon	occupation
329439	5205	engraver	person with the profession of engraving	occupation
998628	586	illuminator	artist who illustrates books and manuscripts	occupation
13365770	719	copperplate engraver	person who creates copper plates by engraving lines on them	occupation
17391638	37	art theorist	profession that works in the field of art theory	occupation
15296811	11185	drawer	person who makes drawings (artist/cartoonist/drafter/illustrator)	occupation
1437754	167	xylographer	person who designs a wooden plate for printing	occupation
644687	13792	illustrator	narrative artist who makes images for printed and electronic products	occupation
33082999	105	ukiyo-e artist	Person who drew Ukiyo-e	occupation
4610556	20946	model	person employed to display, advertise and promote products, or to serve as a visual aid	occupation
208762	324	chaplain	minister of a religious tradition who is attached to an institution	occupation
63253698	195	dominican friar	member of Dominican Order	occupation
822146	6518	lyricist	writer who specializes in writing song lyrics	occupation
13381753	1511	middle-distance runner	sportsperson taking part in running competitions over distances of at least 800 metres up to 3000 metres	occupation
3427922	1135	restaurateur	person who opens and runs restaurants professionally	occupation
55960555	847	recording artist	person, musician who performs music for recordings	occupation
947873	16759	television presenter	person who introduces or hosts television programs	occupation
512314	1189	socialite	person of prominence with a high social position in upper class society	occupation
2066131	23950	athlete	person who participates regularly in a sport	occupation
18510502	843	javelin thrower	sportsperson taking part in javelin throw competitions	occupation
593644	17414	chemist	scientist trained in the study of chemistry	occupation
18930007	69	political philosopher		occupation
11499147	947	political activist	activist wanting political change	occupation
3589292	13	women letter writer		occupation
34074720	1638	feminist	person who defends feminism	occupation
116	2945	monarch	person at the head of a monarchy	occupation
22073916	85	tragedy writer		occupation
10843402	12954	swimmer	sportsperson taking part in swimming competitions	occupation
2919046	3353	biochemist	scientist specialized in biochemistry	occupation
215536	5976	merchant	businessperson who trades in commodities that were produced by others	occupation
21694268	114	amateur photographer		occupation
48282	1301	student	learner, or someone who attends an educational institution	occupation
806349	1415	bandleader	leader of a band of musicians	occupation
15142825	279	crystallographer	person who studies crystallography	occupation
14906342	531	biophysicist	profession	occupation
1650915	488772	researcher	person who engages in research, professionally or otherwise	occupation
181888	38	khan	Turkic and Mongol governor title	occupation
82594	7988	computer scientist	scientist specializing in computer science	occupation
13382608	3700	cross-country skier	sportsperson taking part in cross-country skiing competitions	occupation
12144794	1263	prosaist	person who writes in prose	occupation
27214348	27	inspector	person who performs inspections	occupation
1097498	1393	ruler	person who reigns over a certain region or country	occupation
1281618	33753	sculptor	artist specializing in sculpture	occupation
151197	496	combat engineer	military vocation	occupation
1792450	10441	art historian	humanist who is engaged in history of art	occupation
14467526	13819	linguist	expert in human languages	occupation
28004591	458	professeur des universités	"type of position in french university, that gives the ""professor"" title"	occupation
37226	33557	teacher	person who helps others to acquire knowledge, competences or values	occupation
13724897	607	hurdler	sportsperson taking part in hurdling events	occupation
1925963	2951	graphic artist	artist who makes lines on paper through various drawing and print techniques, or the digital equivalent	occupation
10862983	1599	etcher	"artist who practices the ""art of etching"""	occupation
155647	971	astrologer	person who practices astrology	occupation
11303721	4825	golfer	someone who plays golf	occupation
42973	43018	architect	person trained to plan and design buildings, and oversee their construction	occupation
12059906	68	herder	person who tends, feeds, or guards herds of various domestic animals in places where these animals wander pasture lands	occupation
12571597	1	forwarding agent		occupation
168827	8	prophets of Islam	Apostles who preach the news of what comes from the revelation and Sharia	occupation
432386	1188	preacher	person who delivers sermons or gives homilies	occupation
1402561	8586	military leader	profession	occupation
15895020	1612	aerospace engineer	engineering profession	occupation
901	29163	scientist	person that studies a science	occupation
60728070	1	Teacher	"character in the play ""The visit"""	occupation
24262584	639	Bible translator	person translating the Bible	occupation
13424456	934	hymnwriter	person who writes words, or both words and music, for religious songs	occupation
763779	18	Protestant reformer	occupation	occupation
42603	23666	priest	person authorized to lead the sacred rituals of a religion (for a minister use Q1423891)	occupation
131524	16616	entrepreneur	individual who organizes and operates a business, taking on financial risk to do so	occupation
183888	298	software developer	person concerned with facets of the software development process	occupation
10841764	700	Formula One driver	racing automobile driver competing in Formula One	occupation
3014296	3674	motorcycle racer	person who for their profession or a hobby participates in competitions with a motorcycle	occupation
3303330	2486	calligrapher	artist who write phrases or texts according to the art of calligraphy	occupation
13388586	454	softball player	sportsperson taking part in softball competitions	occupation
384593	4107	police officer	warranted employee of a police force	occupation
13388442	473	skeleton racer	sportsperson taking part in skeleton races	occupation
10833314	10038	tennis player	sportsperson who plays tennis	occupation
10349745	6694	racing automobile driver	occupation driving an automobile in competition	occupation
16533	31586	judge	official who presides over court proceedings	occupation
178885	3	deity	natural or supernatural god or goddess, divine being	occupation
8246794	2042	blogger	person who writes a blog	occupation
10871364	35329	baseball player	person who plays the game of baseball	occupation
185196	434	midwife	medical professional who practices obstetrics as a health science	occupation
15442776	314	cryptographer	specialist on techniques for secure communication in the presence of third parties	occupation
3621491	10976	archaeologist	person studying human activity in the past	occupation
1607826	8393	editor	person who edits texts or publications	occupation
11892507	731	comics writer	person who writes comics	occupation
774306	7233	surgeon	physician with surgical specialty	occupation
860918	4832	Esperantist	person speaking or using the international language Esperanto	occupation
2516866	8730	publisher	person heading a publishing house, normally the owner or founder	occupation
56810907	65	esperantologist		occupation
386854	4427	drummer	percussionist who creates and accompanies music using drums	occupation
15976715	16	interlinguist		occupation
627325	4046	graphic designer	person who assembles images, typography or motion graphics to create a piece of design	occupation
5322166	7376	designer	person who designs	occupation
1749879	14872	pensioner	person who collects a pension, most commonly because of a retirement from the workforce	occupation
19204627	32201	American football player	sportsperson who is active in American football	occupation
2986228	1790	sports commentator	sports broadcaster who comments a live event	occupation
18805	2719	naturalist	person who studies and knows a lot about plants, animals and natural history (esp in the field); person who writes, paints, etc. in the style of naturalism (in art and literature);	occupation
674426	3313	curator	content specialist charged with an institution's collections and involved with the interpretation of heritage material	occupation
1225716	3065	ornithologist	scientist specialising in ornithology	occupation
4205432	2960	ichthyologist	fish scientist	occupation
18663426	234	topologist	mathematician who studies topology	occupation
16003954	491	oboist	musician who plays oboe	occupation
13382603	2849	ski jumper	sportsperson taking part in ski jumping competitions	occupation
13382605	1154	Nordic combined skier	sportsperson taking part in Nordic combined competitions	occupation
5716684	9203	dancer	person who dances	occupation
2374149	20709	botanist	person who practices botany	occupation
2487799	1445	mycologist	biologist who studies fungi	occupation
3055126	17574	entomologist	scientist specialising in entomology	occupation
520549	6800	geologist	scientist who studies geology	occupation
4009406	5901	sprinter	sportsperson taking part in running competitions up to a distance of 400 meters	occupation
2252262	5522	rapper	artist who speaks rhymes in a rhythm over music	occupation
19587958	245	sports scientist		occupation
19827985	147	track and field coach		occupation
4773904	7380	anthropologist	person with an extensive knowledge of anthropology	occupation
17488357	222	historian of religion	humanist who is engaged in history of religion	occupation
744738	184	Encyclopédistes	contributing editor of the „Encyclopédie, ou dictionnaire raisonné des sciences, des arts et des métiers“	occupation
2309784	30349	sport cyclist	someone who competes in the sport of cycling	occupation
897317	390	winegrower	who cultivates the vineyard, entrusts the winemaking to a winery cooperative or a merchant	occupation
13381863	5716	fencer	sportsperson taking part in fencing competitions	occupation
3400985	12326	academic	person who works as a teacher or researcher at a university or other higher education institution	occupation
465501	1106	stunt performer	person who performs stunts	occupation
2833480	52	stunt coordinator	arranges the casting and performance of stunts for a film, TV, or stage production	occupation
329455	907	justice of the peace	judicial officer, of a lower or puisne court, elected or appointed by means of a commission (letters patent) to keep the peace	occupation
10297252	773	detective writer		occupation
5482740	1216	programmer	person who writes computer software	occupation
15627169	9302	trade unionist	person involved in trade unions; member or supporter of a trade union	occupation
11900058	6669	explorer	person who by means of travel searches out new information	occupation
14972848	1642	lexicographer	writer, editor, or compiler of dictionaries	occupation
2917466	104	psychic	person who claims to use extrasensory perception to identify information hidden from the normal senses	occupation
212980	10226	psychologist	professional who evaluates, diagnoses, treats, and studies behavior and mental processes	occupation
17125263	1635	YouTuber	person that produces YouTube videos	occupation
1979034	6	network engineer	profession that deals with using computer networks according to hardware and software	occupation
1709010	193	software engineer	practitioner of software engineering	occupation
250867	41506	Catholic priest	main form of minister in the Catholic Church	occupation
1320883	415	talent manager	person or company that guides the career of an artist	occupation
19934710	84	air force officer	military officer in an air force	occupation
11631	779	astronaut	person who commands, pilots, or serves as a crew member of a spacecraft	occupation
1053574	801	executive producer	profession	occupation
10816969	280	club DJ	disc jockey that performs for a live audience	occupation
289612	104	general contractor	profession	occupation
901402	5537	geographer	scholar whose area of study is geography	occupation
1780490	151	communard	member of the Paris Commune (1871)	occupation
2961975	5884	business executive	person responsible for running a business, or an aspect of it	occupation
266569	3653	animator	person who makes animated sequences out of still images	occupation
18545066	706	stand-up comedian	comedian of stand-up comedy	occupation
10669499	2135	naval officer	commissioned officer serving in a navy	occupation
3492027	914	submariner		occupation
3578589	1149	environmentalist	someone who supports the goals of the environmental movement	occupation
16323111	842	peace activist	activist focused on avoiding war	occupation
131062	1091	urban planner	professional who works on city planning	occupation
15491419	1	Director of UEA		occupation
2865819	11945	opera singer	singer who sings in operas	occupation
11774891	30349	ice hockey player	sportsperson taking part in ice hockey competitions	occupation
13365117	10743	handball player	sportsperson who plays one of the different types of handball	occupation
19850998	177	sound artist	artist who uses sound as a medium	occupation
1323191	3223	costume designer	person who designs costumes	occupation
3501317	3338	fashion designer	one who designs clothing and related items	occupation
215548	39	jester	historical entertainer	occupation
715222	617	lady-in-waiting	female personal assistant at a court, royal or feudal, attending on a queen, a princess, or a high-ranking noblewoman	occupation
222344	7834	cinematographer	chief over the camera and lighting crews working on a film	occupation
948329	310	character actor	actor who predominantly plays unusual or eccentric characters	occupation
15855449	1086	magician	entertainer who performs magic by creating the illusion of impossible or supernatural feats	occupation
1759246	488	theatrical producer	person who oversees the staging of theatre productions	occupation
730242	560	test pilot	aviator who flies new and modified aircraft in specific maneuvers	occupation
715301	7492	comics artist	person who creates comics	occupation
15995642	411	religious leader	leader for a religious organization	occupation
635734	4257	archivist	professional who assesses, collects, organizes, preserves, maintains control over, and provides access to information determined to have long-term value	occupation
1231865	10826	pedagogue	person working in the academic field of pedagogy	occupation
578109	4524	television producer	occupation within video production for TV	occupation
1148872	200	impressionist	performer whose act consists of imitating the voice and mannerisms of others	occupation
1483709	458	land owner	owner of land; holder of the estate in land with considerable rights of ownership	occupation
2468727	2111	classical scholar	person who studies classics, the culture of (mainly) Ancient Greece and Ancient Rome	occupation
17598791	338	latinist	specialist of the Latin language	occupation
13382576	14681	rower	sportsperson taking part in rowing competitions	occupation
859528	4796	association football referee	supervisor of a game of association football	occupation
488111	5655	pornographic actor	person who performs sex acts in pornographic films	occupation
584301	1124	bassist	musician who plays a bass instrument	occupation
6673651	712	literary	person who works on literature	occupation
3368718	1407	pathologist	physician with medical specialty pathology	occupation
13474373	4425	professional wrestler	sportsperson taking part in professional wrestling	occupation
15982795	355	bodybuilder	person practicing bodybuilding	occupation
58891836	29	fitness model	person who models with a focus on athletic physique	occupation
15839206	674	molecular biologist	profession	occupation
3126128	1931	geneticist	biologist who studies genetics and performs general research on genetic processes as well as development of genetic technologies to aid in the medicine and agriculture industries	occupation
11481802	2090	dub actor	actor specialized in voice dubbing	occupation
9648008	530	banjoist	person who plays the banjo	occupation
12362622	1737	philanthropist	person known for philanthropic work	occupation
662729	1088	public figure	legal concept	occupation
13219637	1750	cellist	musician who plays the cello	occupation
18515558	1228	futsal player	sportsperson who plays futsal	occupation
13382533	4423	taekwondo athlete	sportsperson taking part in taekwondo competitions	occupation
222749	115	acting	impersonation of a fictional character	occupation
6665249	7262	judoka	sportsperson taking part in judo competitions	occupation
16154896	80	session musician	profession; musician hired to perform in recording sessions or live performances	occupation
1075651	905	keyboardist	musician who plays keyboard instruments	occupation
4175034	91	legislator	member of a legislature	occupation
1114448	3671	cartoonist	visual artist who makes cartoons	occupation
7334758	20	ring announcer	sport announcer	occupation
2055046	1586	physiologist	scientist who studies the function of living systems	occupation
2004963	1163	numismatist	person studying currencies, coins or paper money	occupation
1493121	752	military historian	humanist who is engaged in history of military	occupation
805221	3603	ballet dancer	person who practices the art of ballet	occupation
2490358	6229	choreographer	person who creates choreographies	occupation
805253	459	ballet master	profession	occupation
8963721	844	genealogist	person specializing in genealogy	occupation
3332711	1517	medievalist	historian, scientist or expert in medieval studies	occupation
765778	5015	organist	musician who plays any type of organ	occupation
2330979	30	polygraph	author who writes in a variety of fields	occupation
66711686	399	railway engineer	civil engineer who designs rail infrastructure	occupation
5358395	117	electronic musician	musician who makes electronic music	occupation
3640160	597	marine biologist	scientist specialising in marine biology	occupation
2034021	182	dressmaker	person who makes custom clothing for men and women	occupation
1294626	173	music artist	occupation	occupation
18810049	41	cosplayer	one who takes part in cosplay	occupation
128124	2132	audio engineer	engineer who operates recording, mixing, sound reproduction equipment	occupation
3286043	788	glamour model	person who models for erotic photographs, mostly topless or nude but ranging up to fully clothed	occupation
5784340	268	consort	spouse of a ruler	occupation
1781198	3237	agronomist	scientist who specialises in agronomy	occupation
5137571	6913	basketball coach	one who directs and strategizes the behavior of a basketball team or player	occupation
20730881	145	volleyball coach		occupation
15117302	13707	volleyball player	sportsperson who plays volleyball	occupation
6168364	1636	jazz guitarist	guitarist who plays jazz	occupation
13590141	3451	presenter	person who hosts an event, for television presenter see: Q947873	occupation
11774156	556	memoirist	type of autobiographer	occupation
3455803	6576	director	director of a creative work	occupation
13218361	382	polo player	sportsperson that plays polo	occupation
1524582	437	rancher	person who raises livestock on a ranch	occupation
16060693	377	conservationist	person who seeks to protect natural resources including animal and plant species as well as their habitat for the future	occupation
1326886	1517	electrical engineer	person having Diploma or Degree in Electrical Engineering	occupation
3953096	62			occupation
175151	2735	printer	profession	occupation
15994177	42	political theorist		occupation
1416611	130	postmaster	head of a post office	occupation
1225491	3	dilettante	occupation	occupation
270141	52	Polymath	Individual whose knowledge spans a significant number of subjects	occupation
10873124	19961	chess player	individual who takes part in chess tournaments	occupation
23305046	72	freemason	individual member	occupation
1079215	2976	AV Idol	Japanese idol who works in the pornographic business	occupation
9352089	1553	spy	person engaged obtaining information that is considered secret or confidential	occupation
484876	2145	chief executive officer	highest-ranking corporate officer or administrator	occupation
10384029	623	drug trafficker	unlicensed dealer in illegal drugs	occupation
15816836	444	bacteriologist	profession	occupation
2114605	1139	pharmacologist	study the manner in which drugs and medications interact with organisms, living systems, and their parts (i.e. cells, tissues, or organs)	occupation
27532437	2239	suffragist	activist advocating for the women's right to vote	occupation
322170	1181	suffragette	member of the Woman's Social and Political Union who advocated for women's right to vote	occupation
4220892	1798	film critic	journalist, who is dealing with films	occupation
361809	170	rhetorician	teacher of rhetoric	occupation
13570226	2150	literary historian	humanist who is engaged in history of literature	occupation
29182	335	bishop	ordained or consecrated member of the Christian clergy (for Catholic bishops, use Q611644, for Orthodox bishops, use Q15283040)	occupation
5121444	261	intelligence officer	person employed by an organization to collect, compile and/or analyze information	occupation
105186	3345	pharmacist	healthcare professional who practices in pharmacy	occupation
191808	2152	nun	member of a religious community of women	occupation
189829	122	hermit	person who lives in seclusion from society	occupation
42857	138	prophet	person claiming to speak for divine beings	occupation
4178004	220	publicist	person who manages publicity for a public figure, a business or a work	occupation
17221	251	spokesperson	someone engaged or elected to speak on behalf of others	occupation
10866633	2831	speed skater	sportsperson taking part in speed skating competitions	occupation
211346	4827	psychiatrist	physician who specializes in psychiatry	occupation
24387326	183	mythographer	writer on mythology	occupation
1572123	24	systems engineer	profession	occupation
10843263	5038	field hockey player	sportsperson taking part in field hockey tournaments	occupation
1021386	185	civil rights advocate		occupation
2341443	1179	instrument maker	profession	occupation
1259323	442	tribal chief	leader of a tribal society or chiefdom	occupation
15972912	798	modern pentathlete	athlete competing in modern pentathlons	occupation
14915627	7727	musicologist	occupation	occupation
20198542	470	music historian	occupation	occupation
156839	1121	cook	occupation involving cooking food	occupation
1314140	67	audio drama actor	voice actor in an audio drama or radio play	occupation
721834	189	manager	supporting character in professional wrestling	occupation
50654094	186	futsal coach		occupation
3391743	4735	visual artist	artist involved with the visual arts	occupation
10732476	2975	art collector	person who collects art	occupation
13381376	3491	weightlifter	sportsperson who competes in weightlifting competitions	occupation
63173086	158	Jesuit	member of the Society of Jesus	occupation
13141064	21046	badminton player	sportsperson specialized in badminton	occupation
2462658	3716	manager	person whose job is to manage something	occupation
2516852	479	literary editor	editor in a newspaper, magazine or similar publication who deals with aspects concerning literature and books, especially reviews	occupation
126236	83	conquistador	soldiers, explorers, and adventurers at the service of the Spanish Empire and Portuguese Empire	occupation
19890761	17	artivist		occupation
3606216	67	aphorist	writer of aphorisms	occupation
974144	4225	educator	occupation which teaches others knowledge, skills, and habits	occupation
355242	188	showman	people who run amusement and side show equipment at regional shows, state capital shows, events and festivals	occupation
619851	27	gunfighter	person able to shoot quickly and accurately with a gun	occupation
18289562	12	frontiersman	person who lives on the frontier	occupation
865935	170	baseball coach	assistants to baseball (or softball) managers	occupation
2566598	849	Christians Jehovah’s Witnesses	"member of a religious order or religious institute; ""monk"" or ""nun"", as opposed to an ordained ""priest"""	occupation
4351403	1355	percussionist	musician who plays percussion	occupation
118865	983	clarinetist	person who plays the clarinet	occupation
164236	349	war correspondent	journalist specializing in coverage of armed conflicts	occupation
3579035	257	travel writer	person who writes travel literature	occupation
1208175	1110	camera operator	professional operator of a film or video camera	occupation
16611574	128	social reformer	person who works towards social reform	occupation
15709642	1127	snowboarder	sportsperson	occupation
15253558	4635	activist	person working with promoting or impeding, or causing social, political, economic, or environmental change	occupation
15214752	823	cabaret artist	performing artist specialized in cabaret	occupation
41583	6089	coach	person involved in directing, instructing and training sportspeople	occupation
19350898	723	theoretical physicist	occupation	occupation
15839134	1593	ecologist	person who works in the scientific field of ecology	occupation
13381572	5739	artistic gymnast	sportsperson who takes part in artistic gymnastics competitions	occupation
1897112	706	skipper	person responsible in a recreational or professional ship	occupation
5352191	973	technician	worker in technology	occupation
10872101	1204	anatomist	scientist with a specialty in anatomy	occupation
6337803	1605	neuroscientist	individual who studies neuroscience	occupation
783906	1754	neurologist	physician who specializes in neurology	occupation
12377274	1559	trumpeter	musician who plays the trumpet	occupation
876864	3047	contributing editor	profession in the media business	occupation
2449921	286	drama teacher	educator who teaches acting	occupation
13418253	5490	philologist	person who practices philology	occupation
5697103	635	antiquarian	specialist or aficionado of antiquities or things of the past	occupation
3330547	607	chronicler	writer of a chronicle	occupation
1735282	39	cashier	person who handles the exchanging of money for goods at a store	occupation
80687	664	secretary	occupation	occupation
1569495	1406	lecturer	tenure-track or tenured position at a university or similar institution	occupation
622807	7133	seiyū	Japanese voice actor or actress	occupation
191633	6341	mangaka	people who create manga	occupation
19760296	120	viol player	person who plays the viola da gamba	occupation
5371902	603	harpsichordist	person who plays the harpsichord	occupation
212238	11361	civil servant	person employed for a government department or agency	occupation
178197	294	mercenary	soldier who fights for hire	occupation
1409420	680	feudatory	someone who rules an area, (at least nominally) as vassal to a feudal overlord	occupation
11573099	61	royalty	family and relative members of the king or queen	occupation
327029	448	mechanic	profession	occupation
60319535	49	starship pilot	person who controls the flight of a starship	occupation
1714828	161	hunter	person who hunts	occupation
55983771	101	assassin	profession	occupation
2859165	57	aquanaut	underwater diver who remains at depth for longer than 24 hours	occupation
254651	346	navigator	crew position responsible for navigation of an aircraft or vessel	occupation
621613	70	bounty hunter	person who catches fugitives for a monetary reward	occupation
15983985	779	classical archaeologist	archaeologist in the field of the Graeco-Roman antiquity	occupation
462390	1125	docent	person who teaches at universities and educational institutions	occupation
998550	2686	bookseller	person selling books	occupation
4182927	394	stockbroker	professional  who buys and sells shares and other securities for both retail and institutional clients	occupation
2962070	1207	production designer	person responsible for the overall look of a filmed event	occupation
15472169	691	patron of the arts	person who engages in patronage	occupation
7019111	1678	social worker	person who performs social work	occupation
12318472	25	department head	manager of a university department	occupation
