occupation_item_id	count	text_data	context	class_type
4469314	1			occupation
7207443	3	Poeta	genus of insects	occupation
15475273	2	Superintendent		occupation
5123536	5	City attorney		occupation
18281	2	embroidery	art or handicraft of decorating fabric or other materials with needle and thread or yarn	occupation
11634	4	art of sculpture	branch of the visual arts that operates in three dimensions	occupation
1293580	1	Primicerius		occupation
16086036	1	Stavilac		occupation
58631963	2	monarch of Aragon	head of the royal house of Aragon. head of state of Aragon	occupation
16746890	5	behaviour therapist	profession	occupation
28419593	1	Guardian of the Bahá'í Faith	defunct office of the Bahá'í Faith, with Shoghi Effendi as the first and only Guardian	occupation
5153156	3	Commodity broker	firm or an individual who executes orders to buy or sell commodity contracts on behalf of the clients and charges them a commission	occupation
18340125	6	groundskeeper	occupation of maintaining a green space	occupation
23014576	1	confidence trickster	type of con artist	occupation
1351804	3	Science Astronaut	profession	occupation
44554	5	law enforcement	system by which some members of society act in an organized manner to enforce the law	occupation
22003416	1	dame	person granted a damehood honour	occupation
458620	3	Peace Corps	government agency	occupation
15901226	1			occupation
5756921	1	High Sheriff of Staffordshire		occupation
349894	1	Look	Wikimedia disambiguation page	occupation
817245	4	social entrepreneurship	attempt to draw upon business techniques to find solutions to social problems	occupation
1813300	1	Lehnsmann	nobleman in medieval German-speaking countries, who as a liegeman was obliged to render service, goods in kind and loyalty to his liege lord (Lehnsherr), in return for an office or a grant of land (Lehen), including the resident population	occupation
1137608	2	health administration	field relating to leadership, management, and administration of hospitals, hospital networks, health care systems, and public health systems	occupation
60327691	1	tango dancer		occupation
1077236	1	Princeton Plasma Physics Laboratory	research institute	occupation
3843063	1	Mafioso	Wikipedia disambiguation page	occupation
182290	1	customs	authority or agency in a country responsible for collecting customs duties and for controlling the flow of goods	occupation
12119633	2			occupation
574578	3	Nazi	term for adherents of Nazism, or members of the Nazi Party	occupation
17145703	1	Referee in Bankruptcy		occupation
3769128	4	giudice	Historical Sardinian sovereign	occupation
3058406	1	ESPer	one who extra-sensorily perceives	occupation
14515331	2	steward	management	occupation
10420428	1			occupation
479033	1	Shinigami	god or supernatural spirit that invites humans towards death, or induces suicidal desires in humans	occupation
21155700	1	Captain (nautical)		occupation
1731105	1	vegetation deity	nature deity whose disappearance and reappearance, or life, death and rebirth, embodies the growth cycle of plants	occupation
23015914	1	fertility deity	god or goddess associated with sex, fertility, pregnancy, and childbirth	occupation
56321764	1			occupation
267586	1	Leaders of Hereroland		occupation
282907	1	Minister of Defence of Hungary	cabinet minister responsible for national defense and armed forces in Hungary	occupation
7891346	1	Page of the United States Senate		occupation
5158531	1	concert production	act of putting on a concert or a live music performance	occupation
17067410	1	Freeriding		occupation
330694	1	crack	chemical compound	occupation
1195178	1	English Dissenters		occupation
6679767	1	Lord Mayor of Cork	honorific title of the chairperson of Cork City Council	occupation
1783603	1	Long Island University	university in Brooklyn, New York, United States	occupation
16686864	2			occupation
210882	1	flipper	forelimb evolved for movement through water	occupation
47462314	2	Gigathlon		occupation
1053028	3	cellarer	person in a monastery who is responsible for provisioning and catering	occupation
16824629	1	Brother		occupation
61002	1	pseudonym	name that a person or group assumes for a particular purpose, which differs from their original or true name (orthonym)	occupation
22917056	3	engraved gem researcher		occupation
47406033	2	astrolinguist	profession	occupation
47406182	1	Communications Officer	fictional profession	occupation
3108649	1	Yoriki	members of the samurai class	occupation
19163412	1			occupation
9182297	10			occupation
11498168	1			occupation
17126042	1			occupation
188923	1	Jeet Kune Do	martial art	occupation
152182	2			occupation
17056546	1	Unteroffizier	military rank of the Bundeswehr and of former German-speaking armed forces	occupation
1815315	3			occupation
193944	1	Sangha	religious community	occupation
906297	2	grappling	range of techniques used in many disciplines, styles and martial arts	occupation
52235283	3			occupation
1416040	1	Voivode of Transylvania	the highest-ranking official in Transylvania within the Kingdom of Hungary from the 12th century to the 16th century	occupation
7256276	1	psychic detective	person who investigates crimes by using purported psychic abilities	occupation
1020611	1		music played on stage during a play or opera	occupation
48767438	1	Assistant United States Attorney	attorney employed by the Federal government of the United States and working under the supervision of a United States Attorney	occupation
766504	2	undersecretary	executive government official in many countries	occupation
1726555	1	Little Masters	group of potters and vase painters who produced vases of the Attic black-figure style featuring well-done figures in miniature	occupation
5173091	1	corrupt politics		occupation
682969	1	Institutional Revolutionary Party	Mexican political party	occupation
2332499	2	Straight man	Stock character, notable for remaining composed in a comedic performance	occupation
1518581	1	list of Ministers of Interior of Russia	Wikimedia list article	occupation
2978939	1			occupation
2101508	1	policy analysis	technique used in public administration to enable civil servants to examine and evaluate the available options to implement the goals of elected officials	occupation
213934	1	canoeing and kayaking	type of sport	occupation
1245584	2		profession	occupation
1385972	1			occupation
1399157	2		profession	occupation
2746259	1	party chair		occupation
9159347	1			occupation
1577380	1	ecclesiastical law	area of law regulating the relationship between state and churches	occupation
26709099	1	speed skating trainer	trainer in speed skating	occupation
256698	2	residency	type of early-career medical practitioner training	occupation
2057061	4	patriarchal vicar		occupation
185030	1	genius	person who has exceptional intellectual ability, creativity, or originality	occupation
557752	1		profession	occupation
1228634	5	diseuse	female entertainer who performs monologues	occupation
334486	1	mother goddess	goddess who represents, or is a personification of nature, motherhood, fertility, creation	occupation
1173020	1	list of Counts of Albon and Dauphins of Viennois	Wikimedia list article	occupation
1520146	2	speditionskauffrau		occupation
836267	1			occupation
1127270	5	vice chairperson	member of the administrative committee of an organisation	occupation
1186959	1	Captain General of the Church		occupation
1802737	1	Landesvorstand		occupation
22349716	1	Salesman	Wikimedia disambiguation page	occupation
14948018	3	street musician		occupation
5118104	2	Church usher		occupation
1463319	5	Congregatio Immaculati Cordis Mariae	Roman Catholic missionary religious congregation of men	occupation
1475448	1	regicide	intentional killing of a monarch	occupation
2313213	1	language teaching	transfer of knowledge about a language	occupation
609819	3	Biblical archaeology	archaeological sub-discipline	occupation
131479	5	Dominican Order	Roman Catholic religious order	occupation
381243	6	special effects	illusions or tricks to change appearance	occupation
56019	2	military rank	element of hierarchy in armed forces	occupation
51459394	2	State Councillor	Member of the government in a Swiss canton	occupation
4494591	1	night mayor		occupation
25218181	1	Maestra	book by Lisa Hilton	occupation
170168	1	Reichsmarschall	military rank	occupation
19397811	3			occupation
355507	1	Comer	Wikimedia disambiguation page	occupation
14635320	2			occupation
2921049	1	list of peace activists	Wikimedia list article	occupation
1408930	1		profession	occupation
190	2	God	principal object of faith, divine entity, supreme being, supernatural creator, supervisor of space and/or allness itself	occupation
666261	1	Patriarch of All Romania	the head of the Romanian Orthodox Church	occupation
1792338	3	art agent		occupation
149013	1	spatial planning	technique for physical organisation of space	occupation
1500489	2	Shophet		occupation
9207883	1			occupation
18749627	3	ice cream maker		occupation
2305558	2	grietman		occupation
24910290	1	Executive Minister of the Iglesia ni Cristo		occupation
6949213	3	mythological king	archetype in mythology	occupation
304296	2	ice master	person responsible for the quality of the ice and the conditions on a skating rink	occupation
22078111	4			occupation
182687	1	palmistry	foretelling the future through the study of the palm	occupation
27703203	1			occupation
24007807	1			occupation
470125	2	American studies	interdisciplinary academic field focused on American history, society and culture	occupation
445485	1	maroon	African refugees who escaped from slavery in the Americas, and their descendants	occupation
71141080	1			occupation
627364	3	public works	broad category of infrastructure projects, financed and constructed by the government	occupation
827792	1	quality control	project management process making sure produced products are good	occupation
16010591	2			occupation
2385364	1	alter-globalization	social movement	occupation
38704413	1			occupation
421946	1	actor	person performing an action	occupation
1951229	1	Chartered Certified Accountant	postnominal initials	occupation
2994371	4	Conseiller du roi		occupation
432425	4	flight engineer	crew position responsible for operating engines and other systems onboard an aircraft	occupation
2994749	1	Viceregal consort of Canada	Wikimedia list article	occupation
16927915	1	Unit record equipment	electromechanical  data processing machine	occupation
3001516	1	broker maritime	homme qui transporte des courriers par bateau	occupation
1366265	1			occupation
9350	1	yoga	group of physical, mental and spiritual practices originating in ancient India	occupation
765164	1	builder pattern	design pattern designed to provide a flexible solution to various object creation problems in object-oriented programming	occupation
13847290	1	Pidorus	genus of insects	occupation
1358780	1	Major Penitentiary	director	occupation
146893	1	dialectology	scientific study of linguistic dialect	occupation
6410906	1	King's Council		occupation
758776	2			occupation
3873352	1	Naturaliste	album by The Lucksmiths	occupation
2922870	1	English boxing	combat sport	occupation
2873187	1			occupation
5362303	1	School of Minor Talks	one of the Hundred Schools of Thought	occupation
1121558	1	politics of France	overview of France's government and democratic system	occupation
38743359	1			occupation
3579160	1	newspaper publisher	company that publishes newspapers or other periodical publications	occupation
10639470	2			occupation
1158337	1	Damel	Senegalese ruler	occupation
3625363	1			occupation
19799452	1	Chansonnier	Wikimedia disambiguation page	occupation
3153023	2			occupation
2033341	1	cardinal priest	one of the three classes of Catholic cardinals	occupation
272999	4	masonry	craft of a mason; stonework	occupation
206989	2	shooting sport	sports involving firearms used to hit targets	occupation
2990283	1	Companion of the Liberation	military decoration issued by the Free French army	occupation
50403089	1			occupation
2656062	1	vignette	short impressionistic scene that focuses on one moment or character	occupation
354153	3	nurse anesthetist	nurse trained to provide anesthesia care	occupation
3488539	1			occupation
26233653	2	marxist		occupation
37087545	1	Cachero	family name	occupation
303446	1	cooperative learning		occupation
6730151	1	Maggid shiur	rabbi that lectures in a yeshiva or kollel	occupation
18811	1	Grand Vizier	greatest minister of the Sultan	occupation
2064908	2	Spahbed	Middle Persian army title	occupation
21600799	1	Daddy	song	occupation
2514216	2	liaison officer		occupation
2293082	2	escapology	practice of escaping from restraints	occupation
103076	7	screenplay	written work by screenwriters for a film or television program	occupation
22815070	2	Fregattenkapitän	military rank in the navy	occupation
1438738	1		profession	occupation
510865	1	Texas Ranger Division	law enforcement agency with statewide jurisdiction in Texas	occupation
3606416	1			occupation
15992673	2	ambassador of Ukraine		occupation
4426313	2	Minister-Counselor		occupation
4145282	1			occupation
55590647	1	Aviation historians	LC Demographic Group Term. Aeronautical historians	occupation
272826	1	electronic warfare	combat involving electronics and directed energy	occupation
37260	2	writing	representation of language in a textual medium; tool developed by human society	occupation
2048676	1	Pamyat	Russian nationalist and reactionary far-right organization	occupation
4171318	1			occupation
1262105	2	Dzhigit		occupation
1428637	1	spoken word	oral art that focuses on the aesthetics of word play and intonation and voice inflection	occupation
15271009	1		1994 television programme	occupation
1026912	1	California State University, Chico	university in California, United States	occupation
1723169	2	Kammermohr		occupation
506858	3	photojournalism	particular form of journalism that creates images in order to tell a news story	occupation
1139358	2	creative producer	film industry occupation	occupation
842803	1	Zemstvo		occupation
12101787	1	Doktor Nauk in Political Science	"""Doctor of Sciences in Political Science"" - higher doctoral degree in the Soviet Union and post-Soviet states"	occupation
1246370	1	Professional mourning		occupation
3393065	9	podiatrist	medical professional devoted to the medical treatment of disorders of the foot	occupation
2071566	2	Military Advocate General		occupation
27443	2	hunter-gatherer	human living in a society in which most or all food is obtained by foraging (collecting wild plants and pursuing wild animals)	occupation
30119825	2	machine gunner	military occupation, operator of a machine gun	occupation
6050670	1	International Foundation for Electoral Systems	non-profit organization	occupation
635713	2	Archivist of the United States	chief official of the National Archives and Records Administration	occupation
1422577	1	National Endowment for Democracy	United States organization promoting democracy around the world	occupation
1423756	1	Texas Tech University	public research university in Lubbock, Texas, United States	occupation
1237928	4	poet laureate	poet officially appointed by a government or conferring institution	occupation
29448653	4	accompanist	musician who plays an accompaniment part	occupation
55400155	2	Papercut artist		occupation
63146216	1			occupation
11848548	2	licensed practical nurse	category of nurse in Canada and the USA	occupation
67158337	2	bluegrass musician	musician who plays bluegrass	occupation
28922814	1	memoir editor		occupation
54627009	3	cryobiologist		occupation
47517033	1			occupation
1502869	4	chartered surveyor	real estate professional	occupation
66604809	2	weight thrower	athlete participating in the weight throw	occupation
5179297	5	covert agent	an agent who works secretly	occupation
1470970	1	JAMA	peer-reviewed medical journal	occupation
7208069	1	Point Loma Nazarene University		occupation
634995	1	Architect	Wikimedia disambiguation page	occupation
26973265	2	professor of psychology	teacher of psychology at a professor level	occupation
7892548	1	United States magistrate judge	appointed to assist United States federal district court judges	occupation
377688	2	type foundry	company that designs or distributes typefaces	occupation
5148404	1	colonial agent		occupation
63031501	1			occupation
884053	1			occupation
498640	1	Creole people	ethnic groups which originated from mixing between European and non-European peoples	occupation
6434389	1	Kotwal	Kotwal	occupation
168796	2	spirituality	philosophical and theological term	occupation
15722942	1	Minister of Health	political head of the Israeli Ministry of Health	occupation
30332887	2			occupation
10681319	1	Nobiles	social rank of ancient Rome, indicating descent from a consul	occupation
2361374	1	cardinal-deacon	the lowest of the three classes of catholic cardinals	occupation
40182607	2			occupation
15218776	1	orthopedic surgery	branch of surgery concerned with conditions involving the musculoskeletal system	occupation
2868277	2	associate		occupation
16533346	1			occupation
5341257	1	Educational Researcher	journal	occupation
47004158	2			occupation
10728592	1			occupation
5615055	1	Guerrillero	Cuban newspaper	occupation
1787885	3	Candidatus theologiæ (degree)	academic degree in Iceland, Denmark, and Norway	occupation
4354908	1			occupation
178844	2	felony	serious crime	occupation
33506	4	museum	institution that holds artifacts and other objects of scientific, artistic, cultural, historical, or other importance	occupation
5719186	1	local expert	person with an intimate knowledge of a region	occupation
60649184	1			occupation
80895	5	guerrilla warfare	form of irregular warfare	occupation
45052431	6			occupation
36633	2	prostitution	practice of engaging in sexual relations in exchange for payment	occupation
51228702	3	seminar teacher		occupation
58333	1	Police and Crime Commissioner	elected official in England and Wales	occupation
12198	1	sexually transmitted infection	infection transmitted through human sexual behavior	occupation
48956331	2			occupation
48956358	1			occupation
59057	1	Haseki sultan		occupation
462725	1	Lord Marshal		occupation
17002675	1	Necromancer	character class from Dungeons & Dragons	occupation
213156	8	performance art	artistic performance presented to an audience	occupation
54816975	1			occupation
281111	1	ghazal	form of poetry of many languages of the Indian Subcontinent and Turkey	occupation
3311406	1	Fantasma	album by Cornelius	occupation
637324	3	Babalawo	Ifa priestly title	occupation
4811619	1	Astronauta	genus of insects	occupation
1309993	2	caseworker	type of social worker	occupation
11697052	5	ergonomist	someone working in or expert in ergonomy	occupation
1006696	13	United States federal judge	position in the USA	occupation
6662173	1	business intelligence	a set of techniques and tools for the acquisition and transformation of raw data into meaningful and useful information for business analysis purposes	occupation
2754873	1	Doctor of both laws		occupation
4741053	3	ambassador-at-large	type of diplomat	occupation
55383242	1	technical diver		occupation
55670158	1	race director		occupation
63349295	2	esports commentator	esports broadcaster who comments a live event	occupation
5261091	1	Deputy assistant commissioner	rank in London's Metropolitan Police Service	occupation
759969	3	supervisory board	superior corporate board in a two-tier board system	occupation
2043282	2	business administration	process of managing a business or non-profit organization	occupation
3683504	1	conqueror	Conqueror	occupation
26831285	2	ney player		occupation
2269913	1	president of the Senate	presiding member (speaker) of a Senate	occupation
17811876	1	Falso	Wikimedia disambiguation page	occupation
5215390	1	Dancer	1991 Indian Bollywood film	occupation
3408848	5	lay preacher	a preacher who is not a member of the clergy	occupation
62116505	2	design historian		occupation
50108322	2			occupation
902378	1	equestrian sport	part of the field of sport that encompasses all sports that are practiced with the horse as a partner	occupation
7603051	2	State Attorney	represents the State of Israel and the government authorities to the various courts and tribunals	occupation
2565440	1	quantitative analyst	someone who applies mathematical techniques to financial investment	occupation
858057	4	game design	game development process of designing the content and rules of a game	occupation
335414	2	tafsir	exegesis of the Qur'an	occupation
42590222	1	ghostwritten academic	academic who puts their name to ghost-written work	occupation
1124657	1	Bar-Ilan University	public university in Ramat Gan, Israel	occupation
563787	1	health maintenance organization	part of the health system and the social security	occupation
675848	1	University of Zagreb	Croatian university	occupation
1558305	1	Kaunas University of Technology Gymnasium	gymnasium	occupation
3338629	1	Undang		occupation
167987	1	tai chi chuan	Chinese martial art practiced for defense training, health benefits and meditation	occupation
204368	1	qigong	system of coordinated body posture and movement, breathing, and meditation	occupation
5420222	2	exhibition designer	professional who creates fixtures and display stands for events	occupation
176637	4	pawnbroker	individual or business that offers loans to people, with items of personal property used as collateral	occupation
66622318	2	obituary writer	author of obituaries	occupation
637304	4	pickup artist	man who practices finding, attracting, and seducing women	occupation
12938564	1	Miss Nepal	National beauty pageant in Nepal	occupation
798834	3	badchen	profession	occupation
16316590	2			occupation
11066261	3	bowyer	someone who makes bows	occupation
7764133	1	The Siegel Group	is a diverse company based in Paradise, Nevada and Studio City, California. It owns and operates boutique hotels, hotel casinos, restaurants, apartments, bars, office buildings, retail franchises and shopping centers.	occupation
7241366	1	President of the Senate of Puerto Rico	highest-ranking officer and the presiding officer of the Senate of Puerto Rico	occupation
151092	2	pin-up girl	model whose mass-produced pictures see wide appeal as popular culture	occupation
7248209	1	Professor of Greek	Academic position at the University of Glasgow	occupation
38523	4	detection dog	dog that is trained to use its senses to detect danger	occupation
1614561	1	Hersir	title	occupation
575041	1	Mann	Nazi party paramilitary rank	occupation
4943320	1	Bookwriter		occupation
3950801	1	satrapy of the Achaemenid Empire		occupation
11610636	2			occupation
22649	1	antisemitism	prejudice or hatred of, or discrimination against Jews	occupation
11239464	7	racehorse owners and breeders		occupation
11455649	1	tonoi	Night guard under occupational law in Japan dating back to the seventh century.	occupation
2279517	1	Shishi	Japanese organization during the Edo period	occupation
12609698	2			occupation
11006100	1			occupation
3778909	1	nail care		occupation
420421	2	acolyte	profession	occupation
49683	1	Grand Duchy of Lithuania	European state from the 12th century until 1795	occupation
638264	1	Rottenführer	Nazi party paramilitary rank	occupation
20379037	1			occupation
80284	1	viola	bowed string instrument	occupation
3505012	2	recreational mountaineering		occupation
59185139	2			occupation
205757	2	aedile	office of the Roman Republic	occupation
186277	2	Carmelites	Catholic mendicant religious order	occupation
13365614	1	Pontiff		occupation
1210828	1	Eristavi	title	occupation
47457605	1			occupation
12715951	1			occupation
17750756	1			occupation
52316029	1	stocking weaver	profession	occupation
3208617	2	merchantry	merchant class in the Russian Empire	occupation
212943	2	pontifex maximus	the chief high priest of the College of Pontiffs in ancient Rome, open only to patricians until 254 BCE, when a plebeian first occupied this post; gradually became politicized until, beginning with Augustus, it was subsumed into the Imperial office	occupation
1860	1	English	West Germanic language originating in England with linguistic roots in French, German and Vulgar Latin	occupation
7318725	1	Revolutionary	album by 9mm Parabellum Bullet	occupation
12307787	1			occupation
105674	1	running	method of terrestrial locomotion allowing humans and other animals to move rapidly on foot	occupation
9730	2	classical music	broad tradition of Western art music	occupation
23762243	1	forest engineering		occupation
58967	1	Israel Defense Forces	combined military forces of Israel	occupation
19598808	1			occupation
83180	1	roof	top covering of a building	occupation
875592	2	Japanese studies	area studies focused on Japan	occupation
29432877	1	weather manipulation	ability to change the weather at will	occupation
6542543	2	library and information scientist		occupation
29642013	1	District Officer		occupation
602446	2	lyrics	set of words that make up a song	occupation
12949441	1			occupation
1787431	1	Privy Council of Thailand	Body of appointed advisers to the King of Thailand	occupation
16138296	1	Regent of Thailand		occupation
2280705	1	Siam Society	Society promoting scholarly study of Thailand	occupation
4820724	1	sub-inspector	rank used extensively in the Indian Police, Pakistani Police and Sri Lankan Police	occupation
5257861	4	Dhalang	Puppeteer in an Indonesian wayang performance	occupation
3249808	1	bookworm	popular generalization for any insect which supposedly bores through books	occupation
1177099	1	Micropublishing		occupation
40998	1	phonology	branch of linguistics concerned with the systematic organization of sounds in languages	occupation
61668920	1			occupation
1957816	1	design of furniture		occupation
1769401	1	Norwegian School of Sport Sciences		occupation
3273726	1			occupation
2417901	2			occupation
2269441	2	territorial lord	ruler who held sovereignty over a territory	occupation
1057214	1	private military company	company providing armed security services	occupation
15839670	1			occupation
50295781	1	doctorate in philology	academic degree	occupation
832266	3	intarsia	decorative inlay technique using precisely fit pieces of material, most often veneer, to produce a design	occupation
44948993	1	nursing informatician	type of nurse working in technology research and practice	occupation
2528945	1	Soviet dissidents	citizens of the Soviet Union who disagreed with the USSR's leaders	occupation
33521	1	applied mathematics	discipline of mathematics	occupation
26129158	2			occupation
5097020	1	Chief of Defence Force	Head of the Singapore Armed Forces	occupation
7544309	1	Smeal College of Business		occupation
5909381	1	Hostess	Wikipedia disambiguation page	occupation
13009074	1			occupation
6400915	1	Khatib	Wikimedia disambiguation page	occupation
1530343	5		profession	occupation
2144983	3	repetitor		occupation
7902372	1	Utah Highway Patrol		occupation
18078230	1	Inspector general of Finances	French official position	occupation
476148	1	Mormon pioneers	Pioneers of the Church of Jesus Christ of Latter-day Saints	occupation
973740	2	whaler	specialized ship designed for whaling	occupation
4019568	1	Whitewash	sports term for game in which losing team fails to score	occupation
51556674	1	Politician	song by Cream	occupation
58454620	1	literary advisor		occupation
25326636	1	cat behaviorist	occupation focused on helping cat owners understand their cats	occupation
27067722	2	statistical physicist		occupation
46123106	3	teddy bear creator		occupation
179415	1	massage	mechanical manipulation of skin, connective tissue and muscles through stretching, train and pressure stimulus	occupation
42535566	1	fifer	musician who play the fife	occupation
1662082	4			occupation
27194183	1	Moja	hill in Kenya	occupation
57061155	1			occupation
11702145	1	Raphaël	male given name	occupation
5533649	2	Gentilhombres de cámara con ejercicio	former palatial class of honorary royal servants (Royal Household and Heritage of the Crown of Spain)	occupation
1420140	2	software maintainer	person who builds source code into a binary package for distribution, commits patches, or organizes code in a source repository	occupation
1344724	4	Entertainer	Wikipedia disambiguation page	occupation
7627813	1	student athlete		occupation
183252	1	morphology	biology: the structure and form of organisms	occupation
10549958	4			occupation
460311	1	Rice broker		occupation
3631267	1	Avvocata	Wikimedia disambiguation page	occupation
1465786	1	Prévôt des marchands de Paris	mayor of Paris during the ancien régime	occupation
26717101	2	conductor	object or material which permits the flow of any form of energy	occupation
66988957	1	hitchhiker	one who asks people, usually strangers, for a ride in their road vehicle	occupation
75	1	Internet	global system of connected computer networks	occupation
20738534	1	planktologist		occupation
12325324	1			occupation
636207	1	United States Attorney General	position	occupation
1364289	1	United States Deputy Attorney General	position in the United States Department of Justice	occupation
17172850	2	voice	human voice as instrument	occupation
1077064	6	charity	voluntary giving help to those who need it	occupation
15149813	3	Chouan		occupation
60790639	1	Misogamy		occupation
10499253	1			occupation
15628644	5	member of the Supreme Soviet of the Soviet Union	political representative in the Soviet Union	occupation
508743	4	Sofer	profession	occupation
663375	3	hatmaking	manufacture and design of hats and headwear	occupation
7245795	5	prison visitor	person who visits prisoners	occupation
27156775	1	rope dancer	person who dances on rope	occupation
29051	4	social anthropology	branch of anthropology	occupation
21674133	1	retablier	sculptor or architect of alterpieces	occupation
17104090	7	serjeant-at-law	Member of an order of barristers at the English bar	occupation
26698367	1	mayor of Llanes	political position in Spain	occupation
5370520	1	fitting model	model used by a fashion designer to check the fit and look of clothing	occupation
1305281	1	Valeo	company	occupation
1191683	1	Club Deportivo Municipal	association football club	occupation
881660	1	whitesmith	profession	occupation
2727213	3	theft	act of taking another's property without permission or consent	occupation
172771	1	Royal Navy	maritime warfare branch of the United Kingdom's military	occupation
24336659	4	medal cutter	craftsman who engraves the stamps for coins or medals	occupation
5783638	1			occupation
913870	6	canoness	nun	occupation
672386	1	collection agency	business or other entity that specializes in debt collection, most of these operate as agents of creditors	occupation
850220	5	buccaneer		occupation
271857	1	classical economics	economic thought	occupation
1546270	1	gridiron football	form of football primarily played in the United States and Canada. The predominant forms of gridiron football are American football and Canadian football	occupation
6806548	1	medical illustration		occupation
10494269	2	real estate	legal term; property consisting of land and the buildings on it	occupation
2519310	2			occupation
11282955	3	web analytics	the measurement, collection, analysis and reporting of web data	occupation
5583908	2	Google search features		occupation
5287521	2	Doctor of Osteopathic Medicine		occupation
1380395	1	municipal or urban engineering		occupation
27463271	1			occupation
966880	4	wildlife photography	photography genre	occupation
16428713	1		album by Geirmundur Valtýsson	occupation
16641963	2	self-employer		occupation
5465	1	Cape Town	city in the Western Cape, South Africa	occupation
47805	5	Cossack	warriors from Ukraine and Southern Russia	occupation
3541361	4	General Treasurer-Paymaster	French official position	occupation
421539	2	Nubiology	archaeological science	occupation
707492	12	chief of staff	identifies the leader of a complex organization, institution, or body of persons	occupation
27157707	1	member of the Cortes franquistas		occupation
1260609	4	High-Bailiff		occupation
33272459	2			occupation
1288449	1	forced disappearance	when a person is secretly abducted or imprisoned by a state or political organization or by a third party with the authorization, support, or acquiescence of a state or political organization	occupation
6001134	1	scholar	Wikimedia disambiguation page	occupation
438986	1			occupation
3214205	2	Pollet soap manufacture		occupation
1554362	1			occupation
188728	1	privacy	the ability of an individual or group to seclude themselves, or information about themselves	occupation
5167661	1	justice	correct application of law as opposed to arbitrariness	occupation
213711	2	hurling	outdoor team game	occupation
511291	1	Royal Academy of Art	Dutch art academy in The Hague	occupation
12056683	1	Strážník	mountain in Czech Republic	occupation
8008	2	Earth sciences	fields of science dealing with planet Earth	occupation
188847	1	environmental science	the interdisciplinary field that studies human interaction with the environment	occupation
1650716	6	doorkeeper	person whose job it is to monitor and open the door of a semi-public building	occupation
5769226	1			occupation
806824	2	bank robbery	crime of stealing from a bank using violence	occupation
2517729	1	Mawla	Arabic word	occupation
11467	6	metallurgy	domain of materials science that studies the physical and chemical behavior of metals	occupation
19151033	1			occupation
16878845	2	theatrical censor		occupation
145903	2	egyptology	study of Ancient Egypt	occupation
21485918	1		undersecretary to a ministry of the Greek government	occupation
21485921	1	Deputy Minister of the Interior	undersecretary to a ministry of the Greek government	occupation
1456948	1	geobotany	science that studies the geographic space's influence on plants	occupation
204310	3	gendarmerie	military force charged with police duties among civilian populations	occupation
22813567	1	pyrotechnist	someone who makes or sells fireworks	occupation
4103613	1	Varvaryntsi	village in Terebovlia Raion, Ternopil Oblast, Ukraine	occupation
11243738	1	SM girl		occupation
1665688	1	company security officer	Workers with special function with respect to occupational safety and health	occupation
20177046	1			occupation
187549	1	Order of Hospitallers	Western Christian military order	occupation
194236	1	separatism	advocacy of a state of cultural, ethnic, tribal, religious, racial, governmental or gender separation from the larger group	occupation
3566741	4	motorman	person who operates an electrified trolley car, tram, light rail, or rapid transit train	occupation
635309	1	architectural photography	photography genre	occupation
17001795	2	collection manager	person who ensures the proper care and preservation of objects within cultural institutions	occupation
1004887	2	thermal bath	swimming pool with thermal water	occupation
11962751	1	principal officer	position in Norway's bureacracy	occupation
3151019	5	architectural engineer	engineer specialising in the design and operation of buidings	occupation
216866	1	conjoined twins	identical twins joined in utero	occupation
103824	1	hematology	study of blood, the blood-forming organs, and blood diseases	occupation
1128050	1	hematopoietic stem cell transplantation	medical procedure to replace bone marrow stem cells	occupation
19491157	2			occupation
5532381	2	General partner		occupation
204638	1	cornett	early wind instrument with a cup mouthpiece	occupation
29972039	1	ambassador of Colombia		occupation
79838	2	accordion	musical instrument	occupation
1283504	1	social engagement	individual's participation in a community or society	occupation
61782327	2	cultural politician		occupation
1507246	1	media literacy	encompasses the practices that allow people to access, critically evaluate, and create media	occupation
19859856	1	Mashinostroitel	human settlement in Petushinsky District, Vladimir Oblast, Russia	occupation
1318295	2	narrative	account that presents connected events	occupation
59221793	3	general dealer	keeper of a rural or small town store	occupation
3872	2	neuropsychology	study of the brain related to specific psychological processes and behaviors	occupation
63543627	1			occupation
2151621	1	energy industry	industries involved in producing, selling, and distributing energy (in all forms, e.g. petroleum, natural gas, coal, peat, firewood, nuclear energy, solar energy, hydroelectic energy, wind energy, geothermal energy)	occupation
5440576	1	federalist	person with a destinct political belief; the therm describes several political beliefs around the world	occupation
751439	1	planetary geology	geology of astronomical objects apparently in orbit around one or more stellar objects within a few light years	occupation
1999619	1	Vivid	Japanese visual kei rock band	occupation
19868368	4	natural horsemanship	collective term for a variety of horse training techniques	occupation
5784170	3			occupation
12479877	1		Wikimedia list article	occupation
25685289	1	school cook	profession of cooking for people who attend a school	occupation
131427	2	autotroph	organism that produces complex organic compounds (such as carbohydrates, fats, and proteins) from simple substances present in its surroundings, generally using energy from light (photosynthesis) or inorganic chemical reactions (chemosynthesis)	occupation
25820247	2	priest of a city		occupation
12040604	2			occupation
19944555	1	Youtubers	2015 film by Kemal Palevi	occupation
7889335	1	United States Ambassador to Malaysia		occupation
1837629	1	United States Ambassador to Afghanistan	official representative of the President of the United States to the head of state of Afghanistan	occupation
